ISBN,title,authors,category,publicationYear,totalCopies,availableCopies,shelfNumber,addedAt,lastUpdated
978-0-02-183176-0,Herzog,Brian Evenson,Religion,2025,38,38,I-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-927458-20-4,Charlotte's Web,Dante Alighieri,Romance,2024,47,47,Y-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-157-16725-9,The Good Soldier,Walter Scott,Historical Fiction,2024,297,297,O-20,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-01-087586-7,The Prophet,Niccolo Machiavelli,Memoir,2024,90,90,W-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-75540-166-3,The Scarlet Letter,Henry David Thoreau,Comic,2025,150,150,L-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-102-63612-0,Atonement,Constance Garnett,Graphic Novel,2024,186,186,R-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5395-0982-0,The Golden Notebook,Harper Lee,Thriller,2024,271,271,Q-81,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-326-25787-3,Dubliners,Dashiell Hammett,Mythology,2024,25,25,A-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7178-5063-1,Leaves of Grass,Junot Diaz,Classic,2026,159,159,Z-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-970788-39-6,The Red and the Black,Walter Scott,Psychology,2025,129,129,U-62,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-935980-87-2,Metamorphosis,Henry Fielding,Horror,2024,178,178,B-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-391-28464-7,Vanity Fair,Malcolm Lowry,Drama,2025,109,109,M-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-13-787868-0,Pale Fire,Arthur Schopenhauer,Horror,2024,154,154,O-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4092-0169-4,Austerlitz,Wilkie Collins,Graphic Novel,2024,14,14,S-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4771-4847-1,The Way We Live Now,Dante Alighieri,Graphic Novel,2025,86,86,B-01,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4237-3022-4,Life of Pi,Rudyard Kipling,Biography,2024,141,141,K-11,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-003-46015-2,The Lord of the Rings,Stephen Hawking,Business,2024,204,204,U-42,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-58051-368-5,Cranford,Jules Verne,Children's Literature,2024,140,140,C-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-321-51042-3,The Handmaid's Tale,Oscar Levy,Memoir,2025,231,231,X-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-229-57139-7,In Cold Blood,A.A. Milne,Poetry,2024,204,204,W-27,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-63265-836-4,The Enchanted April,Truman Capote,Drama,2024,77,77,I-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6736-2954-5,A Handful of Dust,Marcel Proust,Romance,2025,193,193,R-32,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9866875-8-7,Hitting the line,Albert Camus,Historical Fiction,2026,87,87,U-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5073-1157-8,The Lord of the Rings,Virginia Woolf,Classic,2025,171,171,U-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-666-10319-2,The Day of the Locust,Cormac McCarthy,Comic,2025,294,294,W-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4876-1713-4,A Portrait of the Artist as a Young Man,Jacqueline Crooks,Horror,2024,108,108,H-33,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4164-9009-8,The Pickwick Papers,Richard Wagner,Historical Fiction,2026,284,284,N-81,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-903224-30-4,The Count of Monte Cristo,Judy Blume,Mythology,2024,164,164,P-57,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-423-89545-2,The Naked and the Dead,Zadie Smith,Young Adult,2025,180,180,K-47,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-113-26548-7,Vanity Fair,Kenneth Grahame,Horror,2025,32,32,D-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-553-25222-4,The Time Machine,J.K. Rowling,Adventure,2025,102,102,R-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4707-9294-7,My Bondage and My Freedom,Suzanne Collins,Detective,2025,86,86,P-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-182-82075-4,The Complete Works of Edgar Allen Poe,Harriet Beecher Stowe,Children's Literature,2025,2,2,E-41,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-212-52108-8,A Doll's House,Peter Carey,Adventure,2024,3,3,Y-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-13-467038-6,Walden,Alan Moore and Dave Gibbons,Science Fiction,2026,276,276,Y-50,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8204-2118-6,Brideshead Revisited,Fyodor Dostoyevsky,Religion,2025,169,169,M-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7109-9237-6,East of Eden,Stephen Hawking,Thriller,2025,284,284,X-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-346-97173-5,The Magic Mountain,Wilkie Collins,Business,2025,113,113,H-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0820-1099-6,A Confederacy of Dunces,D.H. Lawrence,Thriller,2025,295,295,H-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-668-40628-4,Charlotte's Web,Samuel Butler,Children's Literature,2024,126,126,U-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7237-4520-1,Treasure Island,Johann Wolfgang von Goethe,Detective,2024,142,142,H-83,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-451-01529-7,Lucky Jim,Walt Whitman,Fantasy,2024,30,30,G-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-00-711071-1,Nineteen Eighty Four,Aldous Huxley,Thriller,2024,222,222,N-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8237-4878-5,The Magic Mountain,José Rizal,Comedy,2025,62,62,I-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-01-319108-4,Jane Eyre,Robert Penn Warren,Romance,2025,189,189,G-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-18-499033-5,In Cold Blood,William Golding,Thriller,2025,111,111,N-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8324-5350-2,Long Walk to Freedom,Anne Frank,Historical Fiction,2025,113,113,O-38,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-388-25918-4,Moby Dick,Erich Remarque,Mystery,2024,175,175,O-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7236-7851-9,Gone with the Wind,William Golding,Psychology,2025,23,23,M-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-137-67755-6,The Way We Live Now,Jacob Grimm,Romance,2025,64,64,W-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-994303-48-3,Of Mice and Men,J.M. Barrie,Mystery,2024,233,233,Q-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-579-67433-8,The Wind in the Willows,C.E. Brock,Children's Literature,2025,74,74,Q-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-536-38976-3,The Pickwick Papers,Leo Tolstoy,Biography,2025,91,91,F-27,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-688-26864-0,The Wonderful Wizard of Oz,Margaret Mitchell,Psychology,2024,137,137,P-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7709-2239-9,A Wrinkle in Time,Boris Pasternak,Thriller,2026,97,97,O-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9505398-1-2,A Portrait of the Artist as a Young Man,Andrew Lang,Young Adult,2026,18,18,G-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-84985-077-3,The Odyssey,Charles E. Derbyshire,Mystery,2025,224,224,B-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7957-1317-7,David Copperfield,John Bunyan,Horror,2025,223,223,N-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-18-737899-4,The Magic Mountain,Chinua Achebe,Poetry,2024,7,7,I-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-241-73426-1,Hamlet,Louise Maude,Fantasy,2025,235,235,P-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-389-90355-0,Peter Pan,Edgar Rice Burroughs,Religion,2024,189,189,J-32,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-547-77299-8,A Confederacy of Dunces,Bram Stoker,Mystery,2024,17,17,H-27,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7350-2795-4,The Waste Land,Kenneth Grahame,Graphic Novel,2024,56,56,H-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-03-082861-4,The Sleepwalkers,Walker Percy,Children's Literature,2024,166,166,B-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-549-54437-1,Men Without Women,Andrew Lang,Business,2026,130,130,L-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7339372-3-8,One Flew Over the Cuckoo's Nest,Sir Arthur Conan Doyle,Poetry,2024,232,232,T-52,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7223-2499-5,Animal Farm,Salman Rushdie,Poetry,2024,31,31,R-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6515-0800-8,A Modest Proposal,Harriet Beecher Stowe,Graphic Novel,2025,272,272,V-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-344-29891-9,Dune,Anthony Trollope,Fantasy,2024,271,271,U-10,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-129-06621-4,To Kill a Mockingbird,Walker Percy,Psychology,2024,129,129,R-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-905823-11-9,The Pilgrim's Progress,John Grisham,Graphic Novel,2025,5,5,G-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7083-8163-9,Things Fall Apart,Walter Scott,Science Fiction,2025,100,100,O-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-02-280720-7,The Heart is a Lonely Hunter,Louisa May Alcott,Comic,2024,48,48,X-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-616-23729-8,The Prince,Erich Remarque,Romance,2025,146,146,I-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-341-91533-1,The Odyssey,Marilynne Robinson,Memoir,2024,16,16,I-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-06-939207-0,An American Tragedy,George R. R. Martin,Thriller,2025,50,50,B-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-81023-363-5,The Magic Mountain,Theodore Alois Buckley,Mystery,2024,293,293,F-50,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-154-76399-7,The Maltese Falcon,Ernest Hemingway,Young Adult,2025,140,140,H-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-658-17178-9,Beyond Good and Evil,Clifford R. Adams,Detective,2024,250,250,Z-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7967-4633-4,In Cold Blood,Stendhal,Comic,2025,174,174,F-69,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-56181-999-7,The Heart is a Lonely Hunter,Daniel Defoe,Adventure,2024,201,201,W-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7606-4602-1,"Tinker, Tailor, Soldier, Spy",G.K. Chesterton,Mystery,2024,115,115,S-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-05-543809-3,Dr. Zhivago,Samuel Butler,Philosophy,2025,84,84,W-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-969186-92-9,The Moviegoer,Ken Follett,Graphic Novel,2025,215,215,F-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-871308-29-7,The Hound of the Baskervilles,Walter Scott,Biography,2025,176,176,B-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-587-10033-1,The Woman in White,Dan Brown,Biography,2024,274,274,B-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62448-435-3,The Diary of a Young Girl,Ken Kesey,Mystery,2026,288,288,L-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4511-2021-9,1984,T.S. Eliot,Memoir,2025,5,5,I-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-14-217818-8,Brideshead Revisited,Samuel Richardson,Western,2025,163,163,J-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4194-6338-9,One Hundred Years of Solitude,Thomas Mann,Mystery,2024,71,71,Y-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7228-8982-1,The Divine Comedy,Stephen King,Romance,2024,23,23,O-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-86541-600-0,"20,000 Leagues Under the Sea",Anton Pavlovich Chekhov,Thriller,2025,257,257,X-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-260-23759-0,The Pilgrim's Progress,Mary Shelley,Horror,2024,191,191,W-16,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-469-88825-8,The Sun Also Rises,C.E. Brock,Comedy,2024,210,210,Q-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-372-07170-9,Uncle Tom's Cabin,G.K. Chesterton,Mythology,2025,137,137,O-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-346-38582-5,Leaves of Grass,Louisa May Alcott,Children's Literature,2025,215,215,K-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-946487-65-0,Anne of Green Gables,Marilynne Robinson,Historical Fiction,2025,159,159,B-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-968442-65-1,The Grapes of Wrath,Anthony Trollope,Memoir,2024,70,70,E-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-687-86804-9,A Tale of Two Cities,Aylmer Maude,Mystery,2025,208,208,S-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-335-58560-1,Tristram Shandy,H.G. Wells,Historical Fiction,2025,273,273,D-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-901049-24-4,A Passage to India,Leo Tolstoy,Adventure,2026,126,126,R-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-873123-33-1,A Doll's House,Samuel Beckett,Classic,2025,90,90,P-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-357-56345-5,L.A. Confidential,Shivaram Parashuram Bhide,Fantasy,2024,266,266,T-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-56976-927-0,Blood Meridian,V.S. Naipaul,Drama,2024,237,237,L-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-932087-99-4,Austerlitz,Anne Frank,Biography,2025,190,190,O-62,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-155-71886-6,The Odyssey,Anton Pavlovich Chekhov,Adventure,2025,203,203,B-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9521630-3-9,The King in Yellow,Marcel Proust,Science Fiction,2025,230,230,V-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-491-66761-6,The Divine Comedy,Virgil,Biography,2025,273,273,F-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-698-26013-9,Lord Jim,C.E. Brock,Religion,2024,71,71,J-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-689-81529-4,Dr. Zhivago,Nathaniel Hawthorne,Classic,2024,279,279,R-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-550-54155-0,Portnoy's Complaint,Gustave Flaubert,Thriller,2024,57,57,A-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9522997-9-0,The Odyssey,James Ellroy,Philosophy,2024,194,194,E-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-630-46989-7,Revolutionary Road,Bernard Shaw,Thriller,2025,218,218,O-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-06-792058-6,Nineteen Eighty Four,E.M. Forster,Classic,2025,55,55,R-06,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7681-4750-6,"Tinker, Tailor, Soldier, Spy",Theodore Alois Buckley,Philosophy,2025,28,28,W-16,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-78490-937-6,A Bend in the River,Ford Madox Ford,Children's Literature,2025,41,41,T-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-357-70225-0,The Great Gatsby,Rachel Kushner,Poetry,2025,203,203,S-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-373-96309-6,Brave New World,Stendhal,Drama,2024,36,36,G-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-216-53340-0,The Trial,Rachel Kushner,Fantasy,2024,10,10,X-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5344-2943-7,Atlas Shrugged,Benjamin Jowett,Classic,2024,1,1,X-07,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-03-050834-9,A Brief History of Time,Alexander Pope,Memoir,2024,9,9,S-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-583-15304-1,The Catcher in the Rye,Samuel Richardson,Memoir,2025,158,158,Z-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7374-8840-1,A Tale of Two Cities,Geoffrey Chaucer,Drama,2025,170,170,D-12,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-342-69344-3,Jane Eyre,Kingsley Amis,Fantasy,2024,243,243,H-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5202-4374-0,A Bend in the River,Frank Herbert,Young Adult,2025,243,243,Q-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9736-5819-1,Tropic of Cancer,James Ellroy,Horror,2026,221,221,V-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-251-24597-6,Things Fall Apart,Anthony Trollope,Religion,2025,226,226,W-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9900378-2-8,War and Peace,Vladimir Nabokov,Graphic Novel,2024,110,110,L-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5017-3930-9,"I, Claudius",John Ormsby,Business,2024,185,185,D-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-142-15642-8,"Are You There God? It's Me, Margaret",Wilkie Collins,Historical Fiction,2025,247,247,I-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-652-61052-9,East of Eden,James Baldwin,Adventure,2025,10,10,F-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4075-8209-2,One Flew Over the Cuckoo's Nest,W.K. Marriott,Mythology,2024,47,47,I-58,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-350-07044-8,Faust,Miguel de Cervantes,Comic,2025,266,266,P-63,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4172-3320-5,The Rainbow,Charlotte Brontë,Fantasy,2024,92,92,U-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-88093-227-1,A Portrait of the Artist as a Young Man,Edgar Allan Poe,Mythology,2025,138,138,X-99,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-395-58731-7,Dubliners,Bram Stoker,Drama,2024,117,117,U-77,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-77219-276-6,The Pillars of the Earth,Cormac McCarthy,Horror,2025,211,211,J-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-3987-0382-7,Malone Dies,Alan Moore and Dave Gibbons,Memoir,2025,28,28,Z-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-561-55997-1,Crime and Punishment,Alexander Pope,Thriller,2025,82,82,P-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-85559-211-7,On the Road,Walt Whitman,Mythology,2025,19,19,H-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4020-0429-2,Beloved,Mark Twain,Psychology,2024,283,283,P-98,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-964707-08-2,Long Walk to Freedom,Edgar Rice Burroughs,Thriller,2024,79,79,Y-52,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-483-97821-8,And Then There Were None,Guy de Maupassant,Drama,2024,85,85,H-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-508-00301-7,The Good Soldier,Suzanne Collins,Horror,2024,255,255,X-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-561-50947-1,The Tin Drum,Nathanael West,Mystery,2025,258,258,K-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-261-05066-9,The Black Sheep,Gustave Flaubert,Romance,2025,251,251,A-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4015-5870-3,A Modest Proposal,Roald Dahl,Western,2024,8,8,X-34,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-63876-469-4,"20,000 Leagues Under the Sea",Saul Bellow,Comic,2024,116,116,O-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-87982-134-0,"Tinker, Tailor, Soldier, Spy",Thomas Mann,Horror,2024,172,172,N-27,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0904-6772-0,Tom Jones,William Makepeace Thackeray,Historical Fiction,2025,173,173,U-34,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-290-33980-6,U.S.A. Trilogy,Niccolo Machiavelli,Western,2024,185,185,K-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8098-0690-4,Alice's Adventures in Wonderland,W.G. Sebald,Graphic Novel,2025,118,118,Q-89,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-185-88973-4,To the Lighthouse,George Grossmith,Horror,2024,96,96,B-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-921326-40-0,The Black Sheep,Neil Gaiman,Young Adult,2025,119,119,S-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5453-3574-1,L.A. Confidential,Zadie Smith,Poetry,2024,153,153,V-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-599-33680-3,The Pillars of the Earth,Saul Bellow,Historical Fiction,2024,92,92,O-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-338-44503-9,Lord Jim,George Saunders,Drama,2024,273,273,V-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62519-490-9,The War of the Worlds,Shivaram Parashuram Bhide,Philosophy,2025,36,36,I-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-179-78875-3,Stories of Anton Chekhov,Oscar Levy,Romance,2025,101,101,Z-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-040-89218-3,Dracula,Johann Wolfgang von Goethe,Poetry,2024,238,238,V-23,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-457-20868-6,Second Treatise of Government,Wilhelm Grimm,Mythology,2025,270,270,A-58,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9993733-8-2,Lord Jim,Benjamin Disraeli,Biography,2025,122,122,C-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9824-9644-9,Oscar and Lucinda,Erich Remarque,Classic,2024,203,203,Y-47,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-355-48346-8,The Little Prince,Beatrix Potter,Comedy,2024,113,113,W-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-917524-65-0,Jane Eyre,James Ellroy,Fantasy,2024,33,33,C-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-231-12688-2,The Tin Drum,Jonathan Swift,Religion,2025,205,205,O-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-520-62299-9,Portnoy's Complaint,Michael Chabon,Fantasy,2024,15,15,J-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-02-680964-8,The Republic,Carson McCallers,Classic,2025,133,133,B-01,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-223-06472-0,Great Expectations,Virgil,Science Fiction,2024,84,84,C-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-60098-941-4,Anna Karenina,John Steinbeck,Young Adult,2025,106,106,M-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
